gm_status,gm_icon,gm_lat,gm_lng,gm_addr,gm_name,gm_id,gm_types,enc_str
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.9918182,7.468039500000001,"Länggasse 85, 3052 Zollikofen, Schweiz","Berner Fachhochschule BFH, Hochschule für Agrar-, Forst- und Lebensmittelwissenschaften HAFL",ChIJDfA94XI6jkcRvxKgu1lMdHk,"university,point_of_interest,establishment","Hochschule%20f%C3%BCr%20Agrar-,%20Forst-%20und%20Lebensmittelwissenschaften%20HAFL%20Berner%20Fachhochschule%20BFH,%20Zollikofen"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,47.5458483,7.5949985,"Peter Merian-Strasse 86, 4052 Basel, Schweiz",Hochschule für Wirtschaft,ChIJj-1vS0m4kUcRdigyz4o_V8M,"university,point_of_interest,establishment","Hochschule%20f%C3%BCr%20Wirtschaft%20Fachhochschule%20Nordwestschweiz,%20Basel"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,-24.6672259,25.9270328,"Unnamed Road, Gaborone, Botswana",Greater gaborone district health management team,ChIJ9ajErBxbux4RLvv6F2RLxIU,"health,point_of_interest,establishment","District%20Health%20Management%20Team,%20Butha-Buthe"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,5.6081786,-0.1885578,"North Airport Residential Area,, 95 Nortei Ababio Loop, Accra, Ghana",Ghana Center for Democratic Development (CDD-Ghana),ChIJl95bYqmb3w8Rioi4qMfBnhI,"point_of_interest,establishment","Ghana%20Center%20for%20Democratic%20Development,%20Legon%20Accra"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.9521621,7.434993599999999,"Hallerstrasse 6, 3012 Bern, Schweiz",World Trade Institute,ChIJ6-Ptor05jkcRY2GiegM-zXk,"university,point_of_interest,establishment","World%20Trade%20Institute%20Centre%20for%20Development%20and%20Environment%20(CDE)%20Universit%C3%A4t%20Bern,%20Bern"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,31.6490864,-8.0154408,"Boulevard Prince Moulay Abdellah, Marrakech 40000, Marokko","Central Library, Faculty of Science Semlalia",ChIJtSY8ZZ3urw0RZN0J9eP1z0k,"library,university,point_of_interest,establishment","Faculty%20of%20Sciences%20Semlalia%20University%20Cadi%20Ayyad,%20Marrakech"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.2209088,6.1436432,"Chemin Eugène-Rigot 2A, 1202 Genève, Schweiz",Hochschulinstitut für internationale Studien und Entwicklung,ChIJJ5vlO-JkjEcRuRHZyflX0XU,"university,point_of_interest,establishment","Institut%20de%20hautes%20%C3%A9tudes%20Internationales%20et%20du%20D%C3%A9veloppement,%20Gen%C3%A8ve"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,46.9543207,7.430421799999999,"Länggassstrasse 49, 3012 Bern, Schweiz",Philosophisch-historische Fakultät,ChIJTU6Scpg5jkcRjBD5c3QSJSo,"point_of_interest,establishment","Institut%20f%C3%BCr%20Sozialanthropologie%20Philosophisch-historische%20Fakult%C3%A4t%20Universit%C3%A4t%20Bern,%20Bern"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,47.3803892,8.5445045,"Haldeneggsteig 4, 8092 Zürich, Schweiz","Departement Geistes-, Sozial- und Staatswissenschaften",ChIJ9fVz4gkKkEcRt2TKOQ1r3w4,"point_of_interest,establishment","Departement%20Geistes-,%20Sozial-%20und%20Staatswissenschaften%20(D-GESS)%20ETH%20Z%C3%BCrich,%20Z%C3%BCrich"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,-18.914032,47.55181169999999,"Présidence de l'Université d'Antananarivo: BP 566 Antananarivo, 101, Madagaskar",Université d’Antananarivo,ChIJt35a54h98CERPMREKzyK8Lw,"university,point_of_interest,establishment","University%20of%20Antananarivo,%20Antananarivo"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,12.3792999,-1.4864963,"Rue Zangoeg-Pelgo, Zogona, Ouagadougou, Burkina Faso",Laboratoire Citoyennetés,ChIJ9Qn3KFe-Lg4RpW74Rqq9FiI,"point_of_interest,establishment","Laboratoire%20Citoyennet%C3%A9s,%20Ouagadougou"
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,47.55592780000001,7.577431699999999,"Socinstrasse 57, 4051 Basel, Schweiz",Schweizerisches Tropen- und Public Health-Institut,ChIJMQKj8wC5kUcRjBRGaJHolw0,"health,point_of_interest,establishment","Swiss%20Tropical%20and%20Public%20Health%20Institute%20Department%20of%20Epidemiology%20and%20Public%20Health%20University%20of%20Basel,%20Basel"
